CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy
711493158,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,5,2,2,2801,2467,334
721163133,Existing Customer,44,M,2,Graduate,Single,Unknown,Blue,36,6,3,1,28292,0,28292
826417233,Existing Customer,35,F,4,College,Married,Less than $40K,Blue,31,3,3,4,2933,1011,1922
711619608,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,2,21630,0,21630
712244733,Existing Customer,56,F,1,Unknown,Married,Less than $40K,Blue,45,4,1,2,3132,2230,902
709638783,Existing Customer,50,F,1,High School,Married,$40K - $60K,Blue,43,4,3,4,2961,2048,913
720296808,Attrited Customer,52,F,3,Graduate,Married,Unknown,Blue,39,3,3,2,4173,1771,2402
718926258,Existing Customer,37,F,1,High School,Single,Unknown,Blue,28,4,3,2,2458,642,1816
714706083,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,36,5,3,4,12229,997,11232
721473783,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,21,3,1,1,2272,604,1668
712230408,Existing Customer,42,M,4,Uneducated,Married,$120K +,Blue,37,3,2,4,6953,1445,5508
716186883,Existing Customer,48,F,4,College,Married,$40K - $60K,Blue,37,3,6,2,1792,933,859
715204083,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,3,2,2,2765,901,1864
709283358,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,29,6,2,3,2895,0,2895
817887408,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,34,3,1,4,6904,1148,5756
789481233,Attrited Customer,39,M,2,High School,Married,$40K - $60K,Blue,30,5,3,3,2220,0,2220
718184883,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,34,5,2,2,1495,0,1495
821157183,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,37,5,2,3,2541,1398,1143
709837308,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,19,6,1,2,7531,0,7531
779491908,Existing Customer,47,F,4,Post-Graduate,Unknown,Unknown,Blue,29,5,2,1,8644,1391,7253
718399233,Existing Customer,43,F,4,College,Single,$40K - $60K,Blue,36,6,3,1,1531,0,1531
779447358,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,32,3,3,4,2884,2104,780
710661333,Attrited Customer,55,F,2,Unknown,Single,Unknown,Blue,36,4,3,2,10241,1545,8696
789114408,Existing Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,38,3,1,4,4182,0,4182
710570058,Attrited Customer,44,F,1,Graduate,Single,Less than $40K,Blue,25,3,2,4,3101,0,3101
712681608,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,36,5,4,2,4542,1355,3187
709086933,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,22,4,2,4,3372,2517,855
709179708,Existing Customer,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,3,1,2,3099,0,3099
711206958,Existing Customer,41,F,3,High School,Divorced,Unknown,Blue,31,3,1,2,2416,1305,1111
823928058,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,48,3,2,4,5299,578,4721
796330983,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,35,3,1,4,2138,1283,855
771284658,Attrited Customer,47,F,1,Unknown,Married,Less than $40K,Blue,35,6,2,4,1850,896,954
779307558,Existing Customer,53,F,1,College,Unknown,$40K - $60K,Blue,35,4,3,3,3585,0,3585
788846508,Existing Customer,48,F,4,Uneducated,Married,$40K - $60K,Blue,32,6,1,3,2690,1903,787
783500283,Existing Customer,62,M,0,Graduate,Unknown,$80K - $120K,Blue,56,5,3,2,29100,1228,27872
802247658,Attrited Customer,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,4,5,4,2699,2422,277
795573333,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,2,1,8376,1165,7211
721366308,Existing Customer,50,M,3,Unknown,Single,$40K - $60K,Blue,39,4,3,1,13509,2060,11449
720377433,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,2396,2217,179
711243108,Existing Customer,50,M,1,Doctorate,Married,$80K - $120K,Blue,36,5,3,3,18964,2207,16757
789351783,Existing Customer,40,F,5,Graduate,Married,Less than $40K,Blue,30,3,2,2,2114,1618,496
719699208,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,4,1623,729,894
720774183,Existing Customer,40,F,1,High School,Divorced,Less than $40K,Blue,30,6,2,1,2579,1959,620
713590158,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045,2080,2965
715547058,Attrited Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,4,3,4,2089,0,2089
815596608,Existing Customer,48,F,5,Uneducated,Married,$40K - $60K,Blue,43,4,1,3,2866,921,1945
718921683,Existing Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,38,6,6,3,9738,1835,7903
720031908,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,5,1,1,4370,0,4370
716716083,Existing Customer,58,M,3,Unknown,Single,$80K - $120K,Blue,36,6,2,3,3355,1878,1477
819969933,Existing Customer,43,F,2,High School,Single,$40K - $60K,Blue,38,4,2,2,5070,0,5070
714382608,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,0,2572,1161,1411
720092283,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,4,2,3,2016,978,1038
720531633,Attrited Customer,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,3552,2517,1035
718508883,Attrited Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2325,238,2087
708794133,Existing Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,3,1,4,2533,2136,397
713447583,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,3871,2055,1816
716107158,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,20,5,1,5,3983,431,3552
712713108,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,36,6,2,3,2035,1883,152
719245083,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,4,3,4,1773,1539,234
708269583,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,2,4,2029,1377,652
720234708,Attrited Customer,45,M,2,High School,Single,$120K +,Blue,33,6,3,2,15490,0,15490
709436883,Existing Customer,56,F,2,Uneducated,Single,$40K - $60K,Blue,48,6,2,2,2941,1619,1322
714140133,Existing Customer,42,F,4,Graduate,Unknown,Less than $40K,Blue,32,3,1,2,2314,1547,767
716136333,Attrited Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,24,5,2,1,4212,2517,1695
715031433,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,36,6,3,3,6248,1493,4755
810667158,Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,35,3,1,1,2430,974,1456
715253433,Existing Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,38,5,2,3,5543,1372,4171
809937933,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,37,4,3,2,2470,2013,457
708997833,Existing Customer,49,F,4,Doctorate,Single,$40K - $60K,Blue,39,5,3,1,3255,603,2652
718296558,Attrited Customer,44,F,4,Unknown,Married,$40K - $60K,Blue,31,4,3,5,1691,1327,364
780086658,Attrited Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,3,2,4,18229,0,18229
708754833,Existing Customer,48,F,3,Uneducated,Single,Unknown,Blue,40,3,4,4,2827,1182,1645
788638908,Existing Customer,43,F,2,Graduate,Divorced,Less than $40K,Blue,30,4,2,4,2351,2127,224
715607958,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,36,6,1,3,4202,2201,2001
708515358,Existing Customer,40,F,1,High School,Married,Less than $40K,Blue,36,6,3,2,4712,0,4712
716357058,Existing Customer,53,M,3,Uneducated,Single,$80K - $120K,Blue,36,4,3,1,2611,787,1824
714569958,Existing Customer,38,F,2,Unknown,Single,Less than $40K,Blue,28,6,2,1,3206,2459,747
716822583,Existing Customer,39,F,2,High School,Single,Less than $40K,Blue,36,4,2,3,5245,802,4443
721109358,Existing Customer,39,M,3,High School,Married,$60K - $80K,Blue,27,6,2,1,2583,0,2583
827635083,Existing Customer,59,F,0,Graduate,Unknown,Unknown,Blue,55,4,3,3,1438.3,755,683.3
715492983,Existing Customer,40,M,3,Post-Graduate,Married,$120K +,Blue,36,4,2,4,7464,2517,4947
712234308,Existing Customer,54,F,3,Graduate,Married,Unknown,Blue,36,6,1,2,4928,1805,3123
708334158,Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,34,4,2,4,9863,686,9177
812488608,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,39,6,1,3,5024,2209,2815
793345008,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,3,1438.3,0,1438.3
715487733,Attrited Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1452,0,1452
788856408,Existing Customer,50,F,5,Uneducated,Married,Unknown,Blue,34,5,5,2,3317,1041,2276
708154833,Attrited Customer,39,F,2,Graduate,Single,Less than $40K,Blue,27,1,3,3,1438.3,811,627.3
721147383,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,22,4,2,4,2448,1740,708
803973483,Existing Customer,49,F,3,Unknown,Single,Less than $40K,Blue,44,4,2,4,1546,0,1546
788941983,Attrited Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,22,1,3,1,2013,0,2013
715603233,Existing Customer,53,F,3,Uneducated,Married,$40K - $60K,Blue,42,6,1,2,2293,1460,833
709945458,Existing Customer,52,M,3,Uneducated,Single,$60K - $80K,Blue,40,3,1,1,1438.3,512,926.3
714614133,Attrited Customer,53,F,3,Unknown,Married,Less than $40K,Blue,36,3,3,3,2819,0,2819
768167358,Existing Customer,37,M,4,Doctorate,Single,$60K - $80K,Blue,31,6,3,0,1702,1018,684
737967708,Existing Customer,52,F,1,Unknown,Married,$40K - $60K,Blue,45,5,1,1,1611,938,673
712920633,Existing Customer,49,F,2,Unknown,Married,$40K - $60K,Blue,35,4,1,1,1438.3,0,1438.3
780373233,Existing Customer,39,F,4,Unknown,Single,Less than $40K,Blue,29,5,3,0,2863,1940,923
721384308,Existing Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,1,4,3272,2323,949
712242633,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36,6,1,4,2677,2517,160
713610933,Existing Customer,40,F,2,Uneducated,Married,Less than $40K,Blue,26,3,2,1,2708,0,2708
714257958,Existing Customer,41,F,3,Doctorate,Single,Less than $40K,Blue,31,4,2,1,1738,0,1738
772172883,Existing Customer,46,F,2,Uneducated,Unknown,$40K - $60K,Blue,35,6,2,1,6145,1349,4796
720204558,Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,4,1,3,1640,999,641
779635533,Existing Customer,38,F,3,Graduate,Single,Unknown,Blue,21,5,1,3,2348,1028,1320
804658833,Existing Customer,53,F,3,Unknown,Married,Less than $40K,Blue,48,5,1,2,1657,0,1657
756691608,Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,30,5,3,3,4554,780,3774
806219808,Existing Customer,52,M,3,College,Unknown,$120K +,Blue,47,5,6,3,5119,1972,3147
826266483,Existing Customer,39,F,2,College,Single,Unknown,Blue,35,6,2,2,10600,598,10002
775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769,901,19868
787596558,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,23,5,2,1,7116,981,6135
803205258,Existing Customer,51,F,3,Graduate,Single,Unknown,Blue,45,4,3,4,2420,2379,41
716041908,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,43,5,2,4,2082,805,1277
708837858,Existing Customer,44,F,4,Doctorate,Unknown,Less than $40K,Blue,34,5,2,2,2718,1718,1000
828227433,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,46,6,2,4,5626,778,4848
714487458,Attrited Customer,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,6,4,2,2920,0,2920
711390333,Attrited Customer,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,5,4,2,6526,489,6037
787974108,Attrited Customer,37,F,1,High School,Single,$40K - $60K,Blue,27,4,2,2,1793,792,1001
714036258,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,4,1,4,2798,1963,835
788752833,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,32,6,3,4,2427,1581,846
773108958,Existing Customer,55,F,2,Uneducated,Married,$40K - $60K,Blue,48,4,1,1,3011,2138,873
782437008,Existing Customer,41,F,3,College,Married,Unknown,Blue,35,6,2,4,2255,1769,486
710729358,Attrited Customer,40,F,2,High School,Single,Unknown,Blue,30,6,3,4,6479,0,6479
827423433,Existing Customer,41,F,4,Graduate,Divorced,Less than $40K,Blue,37,5,1,4,7492,1399,6093
756919683,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,41,6,1,3,3632,1294,2338
779219208,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,28,5,1,3,1744,0,1744
712342833,Existing Customer,52,F,2,Graduate,Married,Unknown,Blue,36,5,3,1,5905,2248,3657
721121283,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,1,4,2573,1280,1293
790006383,Existing Customer,45,M,0,Unknown,Married,$80K - $120K,Blue,37,4,3,2,9654,2035,7619
756989583,Existing Customer,41,M,4,Graduate,Unknown,$40K - $60K,Blue,24,4,2,2,1605,0,1605
717477783,Attrited Customer,49,F,4,Unknown,Single,Less than $40K,Silver,37,1,2,2,10195,2389,7806
716614683,Existing Customer,49,M,3,College,Single,$60K - $80K,Gold,36,5,3,1,34516,1255,33261
789942033,Attrited Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,34,5,3,3,10573,0,10573
740784258,Existing Customer,47,F,2,College,Single,Less than $40K,Blue,40,4,3,3,1789,1088,701
711336033,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,36,3,3,2,7595,1032,6563
768141558,Existing Customer,51,M,3,College,Single,$40K - $60K,Blue,45,4,3,0,3272,1896,1376
717179508,Existing Customer,33,F,0,Graduate,Single,Less than $40K,Blue,26,6,1,3,2382,1565,817
716520033,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,6,4,1,1981,1448,533
783625008,Existing Customer,51,M,2,Post-Graduate,Single,$120K +,Blue,45,4,2,2,22294,0,22294
769330908,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,5,3,4,2574,1555,1019
789396783,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,20,3,3,4,2112,1109,1003
709310433,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56,3,2,2,5441,812,4629
713094483,Existing Customer,43,F,3,Unknown,Married,$40K - $60K,Blue,32,3,2,4,4391,0,4391
770753733,Existing Customer,42,F,5,College,Single,Less than $40K,Blue,28,4,3,2,3044,1865,1179
712659408,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,45,3,3,2,2721,2159,562
768475383,Existing Customer,62,F,0,Unknown,Single,$40K - $60K,Blue,56,6,1,2,4467,0,4467
779655183,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,31,6,1,3,5033,0,5033
711278283,Existing Customer,61,F,1,High School,Unknown,Less than $40K,Blue,50,5,1,2,8604,1075,7529
713345508,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,36,4,3,2,2325,1662,663
711379083,Existing Customer,60,F,0,Doctorate,Single,Less than $40K,Blue,42,5,3,3,2758,1429,1329
789144633,Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,34,3,2,2,9705,850,8855
708393633,Existing Customer,41,F,0,High School,Married,Less than $40K,Blue,31,4,2,4,2685,1647,1038
708657033,Existing Customer,60,F,2,College,Single,Less than $40K,Blue,54,5,3,2,2694,1923,771
717949008,Attrited Customer,40,F,4,High School,Single,$40K - $60K,Blue,29,5,2,3,1554,412,1142
788866983,Existing Customer,63,F,0,Unknown,Single,Less than $40K,Blue,48,5,2,1,1438.3,0,1438.3
751283658,Existing Customer,42,F,4,Unknown,Single,$40K - $60K,Blue,35,4,3,3,1786,1316,470
718243533,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,3,4,2648,0,2648
779754408,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2477,2123,354
794866983,Existing Customer,51,F,1,Doctorate,Married,Unknown,Blue,45,6,2,1,7336,1031,6305
711832533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Silver,32,3,3,3,34516,1396,33120
788552658,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,30,3,3,1,2479,1759,720
715415508,Existing Customer,42,F,4,Graduate,Single,Unknown,Blue,36,3,3,3,9396,1870,7526
719962458,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,34,3,2,2,2561,1491,1070
712734933,Attrited Customer,43,F,2,College,Married,Less than $40K,Blue,36,5,2,3,4020,0,4020
717410508,Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Silver,30,4,3,4,25856,1281,24575
711796683,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,38,5,4,2,7398,1581,5817
709407933,Existing Customer,51,M,3,High School,Single,$80K - $120K,Silver,38,5,3,4,34516,1802,32714
810493458,Existing Customer,52,F,1,Uneducated,Single,Unknown,Blue,47,6,1,3,4058,1349,2709
720494058,Existing Customer,51,F,2,College,Married,Less than $40K,Blue,25,4,3,3,3042,0,3042
717050883,Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,36,5,2,2,2688,1617,1071
713163258,Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388,0,3388
715659333,Existing Customer,43,F,4,High School,Single,$40K - $60K,Blue,36,3,3,2,4902,2517,2385
712414908,Existing Customer,45,F,4,Unknown,Married,Unknown,Blue,37,4,2,1,3241,0,3241
720175008,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,34,3,1,4,5069,1843,3226
719876808,Existing Customer,43,M,3,Unknown,Divorced,$80K - $120K,Blue,36,5,2,3,13625,0,13625
713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766,0,8766
708360108,Existing Customer,50,M,1,College,Single,$40K - $60K,Blue,41,3,1,1,2800,1338,1462
720676158,Existing Customer,34,F,4,Uneducated,Single,Unknown,Blue,21,6,3,2,9005,1994,7011
716631708,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,36,4,3,1,2713,1990,723
713025558,Attrited Customer,53,F,5,Doctorate,Single,Less than $40K,Blue,38,3,2,3,1438.3,0,1438.3
710506683,Existing Customer,47,F,4,High School,Single,$40K - $60K,Blue,39,3,1,0,1746,0,1746
712428333,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,41,3,3,4,2930,1901,1029
718041033,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,4,2178,1455,723
709169133,Existing Customer,35,F,1,High School,Married,Unknown,Blue,23,3,3,1,1438.3,0,1438.3
718164858,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,34,5,3,2,2021,1281,740
809565183,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842,625,1217
778377183,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,29,5,2,2,18284,1144,17140
712845258,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,3,2,34516,1642,32874
716915133,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36,5,3,4,1696,0,1696
771403008,Existing Customer,52,M,2,Graduate,Unknown,$60K - $80K,Blue,40,4,1,3,7215,0,7215
787441383,Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,37,3,1,2,1793,1284,509
711345258,Existing Customer,52,F,2,High School,Married,$40K - $60K,Blue,44,3,3,1,5731,0,5731
713685033,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33,3,2,2,2417,0,2417
718205283,Existing Customer,48,F,3,College,Single,$40K - $60K,Blue,37,6,3,1,1438.3,0,1438.3
708337683,Existing Customer,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,2,2,21800,893,20907
720941433,Attrited Customer,53,F,3,High School,Married,Less than $40K,Blue,41,3,3,2,1547,0,1547
710201058,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,38,3,3,2,1485,736,749
785218458,Existing Customer,44,M,2,Graduate,Married,$40K - $60K,Blue,38,4,1,3,2505,2282,223
770740308,Existing Customer,49,F,4,Graduate,Unknown,$40K - $60K,Blue,35,3,3,2,2631,1699,932
787493808,Attrited Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,2700,2480,220
708846183,Existing Customer,48,M,4,College,Single,$60K - $80K,Blue,30,4,2,2,3307,2234,1073
810586833,Existing Customer,38,F,3,Graduate,Divorced,Unknown,Blue,33,6,2,3,29638,857,28781
711151383,Attrited Customer,34,F,1,Post-Graduate,Single,Less than $40K,Blue,26,3,2,5,2066,347,1719
712425258,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,26,6,1,3,1859,1379,480
772063308,Existing Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,34,5,1,1,13362,0,13362
718574808,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,17,4,3,4,2431,1846,585
717131283,Existing Customer,43,F,4,High School,Divorced,$40K - $60K,Blue,34,5,1,1,6034,1579,4455
798996183,Existing Customer,61,F,0,Unknown,Married,Less than $40K,Blue,55,4,2,3,2194,1512,682
716831508,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,34,4,1,3,1963,1524,439
715297908,Attrited Customer,41,F,4,College,Unknown,Unknown,Blue,22,4,2,3,1438.3,1125,313.3
813234108,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40,4,1,3,2922,1212,1710
711027183,Existing Customer,50,M,4,College,Single,$40K - $60K,Blue,45,4,3,1,6943,600,6343
718812708,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,44,5,3,4,34516,219,34297
709505808,Attrited Customer,45,F,3,College,Single,Unknown,Blue,33,5,3,4,4345,2198,2147
711267633,Attrited Customer,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,5,4,4,4248,316,3932
719613783,Existing Customer,51,F,1,Doctorate,Married,Less than $40K,Blue,42,3,2,2,1438.3,0,1438.3
719035758,Existing Customer,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,1,2,2383,1516,867
708473133,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,45,4,2,3,1677,0,1677
712996833,Existing Customer,40,F,1,High School,Married,Unknown,Blue,33,4,2,2,2392,1129,1263
720963258,Attrited Customer,52,F,3,College,Married,Less than $40K,Blue,40,3,2,3,3474,0,3474
819606258,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,43,5,3,3,8737,1629,7108
714634983,Attrited Customer,44,F,1,Unknown,Single,Unknown,Blue,36,3,3,3,3517,0,3517
806428908,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,55,3,3,3,13397,0,13397
710903358,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,55,5,2,1,6352,1386,4966
712676208,Existing Customer,46,F,5,High School,Single,Less than $40K,Blue,36,6,3,3,1787,1324,463
709005633,Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,51,3,2,4,18734,0,18734
712102983,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,6,3,3,1438.3,0,1438.3
754480233,Existing Customer,50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43,5,2,4,3525,0,3525
719042208,Existing Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33,4,3,4,2067,1250,817
716251608,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,6,1,4,2051,0,2051
715537383,Existing Customer,46,M,3,College,Single,$120K +,Blue,30,5,1,2,27378,1893,25485
709460883,Attrited Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,28,5,2,4,1614,0,1614
789325008,Existing Customer,49,M,3,College,Single,Less than $40K,Blue,38,5,3,1,7862,1991,5871
719195733,Existing Customer,47,M,3,College,Married,$60K - $80K,Blue,36,5,1,3,4284,1900,2384
787665258,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37,1,2,2,1438.3,0,1438.3
710226708,Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,2,1,1438.3,680,758.3
711982383,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,49,3,3,2,21805,1777,20028
716345283,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,1,4,4712,1920,2792
816850458,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,2,4,1698,0,1698
710842308,Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26,4,3,4,2264,928,1336
713132133,Existing Customer,54,F,1,Unknown,Married,Less than $40K,Blue,39,3,2,4,2720,1694,1026
788874333,Existing Customer,55,M,3,Post-Graduate,Unknown,$120K +,Blue,40,3,1,4,15631,1305,14326
717987258,Existing Customer,43,F,3,Unknown,Single,$40K - $60K,Blue,36,5,2,4,2594,1686,908
793712658,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46,4,2,3,15011,2517,12494
708324483,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,39,3,3,4,1548,0,1548
768612258,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,46,3,3,3,2700,1623,1077
719659758,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,35,6,1,0,2919,1670,1249
711313158,Existing Customer,50,F,4,Unknown,Single,Unknown,Blue,44,5,1,1,10721,0,10721
716483358,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,29,5,1,4,6125,1329,4796
719829633,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29,5,3,4,3200,1733,1467
812465958,Existing Customer,53,F,3,Post-Graduate,Divorced,Unknown,Blue,48,5,2,2,12286,997,11289
786536808,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,45,3,3,1,21543,0,21543
807369708,Existing Customer,52,M,3,College,Married,$120K +,Blue,47,3,2,4,6355,0,6355
711397533,Existing Customer,52,F,2,High School,Married,Less than $40K,Blue,41,4,2,2,5616,2410,3206
711740508,Existing Customer,50,F,1,Unknown,Married,$40K - $60K,Blue,40,6,2,2,2661,1575,1086
715233108,Existing Customer,38,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,2836,862,1974
813807258,Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,45,6,3,3,1438.3,0,1438.3
769183908,Existing Customer,51,F,2,Doctorate,Single,Unknown,Blue,45,6,3,1,2109,683,1426
718451133,Existing Customer,48,M,2,Graduate,Single,$60K - $80K,Blue,40,4,5,4,14951,1413,13538
721115733,Existing Customer,47,M,3,Unknown,Married,$60K - $80K,Blue,36,5,3,2,1591,894,697
720085233,Attrited Customer,51,F,2,Doctorate,Divorced,Unknown,Blue,40,6,3,4,8930,2517,6413
717036408,Existing Customer,36,F,1,Uneducated,Single,Unknown,Blue,36,6,3,1,4685,1626,3059
714427608,Existing Customer,45,F,5,Post-Graduate,Married,Unknown,Blue,29,5,3,1,2555,681,1874
