CLIENTNUM,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_1,Naive_Bayes_Classifier_2
712202433,0.944,3687,68,1.125,0.447,0.00050163,0.9995
716600733,0.904,2572,43,0.72,0.112,0.99714,0.00285845
778372158,0.752,4747,91,0.936,0.618,0.00018053,0.99982
714176133,0.762,4220,87,0.673,0.511,0.00018475,0.99982
708969633,0.717,4544,80,0.667,0.897,0.00013065,0.99987
715765758,0.675,4217,72,0.5,0.566,0.00033577,0.99966
803097333,0.879,5089,82,0.783,0.139,0.000516,0.99948
710411358,0.633,2164,45,0.5,0.289,0.99701,0.00299329
715660308,0.823,2612,33,0.375,0.826,0.99452,0.00548
711866358,0.428,4429,78,0.472,0,0.00019311,0.99981
710738883,0.843,4222,61,0.649,0.5,0.00019311,0.99981
717822108,0.785,4613,85,0.932,0.762,0.00016891,0.99983
714407058,0.65,3821,81,0.841,0.075,0.0000732,0.99993
710744433,0.517,4077,78,0.625,0.94,0.0000405,0.99996
778959258,0.905,2585,45,0.5,0,0.99681,0.00319278
713320008,0.553,4172,66,0.784,0.154,0.00018665,0.99981
766795983,0.756,4692,91,0.596,0,0.00011743,0.99988
716256483,0.711,4232,80,0.633,0.699,0.00032656,0.99967
712364283,0.785,3960,79,0.756,0.629,0.00026028,0.99974
714620358,0.553,2196,47,0.621,0.756,0.99807,0.00193323
709145958,0.061,1533,42,0.105,0.411,0.99236,0.00764
709787733,0.803,4043,76,0.9,0.134,0.00011605,0.99988
809071083,0.666,4592,90,0.8,0.916,0.0000191,0.99998
721165608,0.651,3969,78,0.902,0,0.00021578,0.99978
716668308,0.949,3151,39,0.444,0,0.99701,0.00299357
708760458,0.583,3692,79,0.549,0,0.00047086,0.99953
720333783,0.833,3822,50,1.083,0.159,0.00017371,0.99983
789212883,0.82,2533,44,0.517,0,0.98154,0.01846
711341433,0.668,3901,77,0.711,0.649,0.00030251,0.9997
720235608,0.599,4470,58,0.812,0,0.0000931,0.99991
716890533,0.937,5377,86,0.654,0.789,0.00011703,0.99988
708491508,0.772,3856,68,1.061,0.103,0.00019771,0.9998
718542858,0.786,4623,84,0.585,0.094,0.00016413,0.99984
717750858,0.612,3769,78,0.95,0.823,0.00021165,0.99979
712450008,0.66,2438,41,0.464,0,0.99741,0.00259482
827628408,0.622,3672,64,0.73,0.677,0.00018864,0.99981
713492583,0.504,2308,35,0.591,0,0.99129,0.00871
718054833,0.709,2916,65,0.548,0.066,0.00056716,0.99943
788770908,0.903,4275,67,0.675,0.494,0.00011605,0.99988
710175783,0.593,4303,59,0.788,0.525,0.0000692,0.99993
715429608,1.292,3520,66,1,0.33,0.00010944,0.99989
714058308,0.365,1941,53,0.656,0.887,0.99818,0.00182139
717965808,0.515,5783,73,0.622,0.088,0.00014907,0.99985
709265208,0.66,4422,59,0.844,0.542,0.00018864,0.99981
713114133,0.529,2092,38,0.31,0,0.99495,0.00505
721349883,0.787,3672,59,0.553,0.731,0.000072,0.99993
758965158,0.843,4396,83,0.566,0.111,0.00019213,0.99981
749722908,0.639,4054,68,0.7,0.126,0.00021165,0.99979
709495833,0.421,1944,36,0.5,0,0.99695,0.00305189
717575958,0.838,2349,42,0.312,0.283,0.99702,0.00298315
714406158,0.551,2269,42,0.312,0,0.99937,0.00063174
767243208,1.088,4193,79,0.881,0.621,0.00011811,0.99988
711515433,0.625,4320,85,0.735,0.883,0.0000605,0.99994
720190908,0.568,4699,72,0.714,0.145,0.00029799,0.9997
818814933,0.437,3112,79,0.549,0.221,0.00011192,0.99989
719794383,0.917,5039,85,0.809,0,0.00011066,0.99989
709766808,0.912,3819,82,0.864,0.231,0.00018494,0.99982
709666908,0.853,4669,93,0.755,0.641,0.00011377,0.99989
794653983,1.008,5245,80,0.86,0.687,0.00016399,0.99984
716593533,1.01,3651,76,0.652,0,0.0000845,0.99992
714113658,0.574,3992,76,1.054,0.517,0.00011924,0.99988
708776658,0.458,4444,70,0.667,0.263,0.00019771,0.9998
712225008,0.613,3998,80,0.739,0.182,0.00023881,0.99976
787450758,0.53,4712,88,0.517,0,0.00011192,0.99989
789099783,0.923,4117,70,0.707,0.406,0.00033251,0.99967
711751533,0.476,4784,75,0.562,0.806,0.0000972,0.9999
708367908,0.835,4390,82,0.783,0.538,0.0000532,0.99995
714951858,0.543,4047,56,0.75,0,0.0000926,0.99991
720436008,0.631,4196,81,0.588,0,0.00055326,0.99945
718984533,0.639,4552,100,0.786,0.177,0.00033886,0.99966
716982483,0.584,4497,79,0.612,0,0.00021738,0.99978
708681708,0.553,1977,29,0.261,0,0.99497,0.00503
720202008,0.641,4377,88,0.725,0.647,0.00058553,0.99941
714483033,0.708,4660,85,0.735,0,0.00012916,0.99987
711468708,0.406,1986,52,0.486,0,0.99458,0.00542
821724483,0.347,1455,34,0.214,0.155,0.9952,0.00479863
716402508,0.577,4265,87,0.776,0.621,0.0003139,0.99969
721189008,0.543,4578,67,0.811,0,0.00034248,0.99966
712867983,0.733,5177,66,0.65,0.211,0.00016249,0.99984
713814408,0.863,3667,66,0.784,0.15,0.00033577,0.99966
716671983,0.601,4141,65,0.711,0.315,0.00015005,0.99985
708252108,0.693,4065,65,0.711,0.259,0.00015007,0.99985
717212958,0.492,3153,57,0.583,0.793,0.00043772,0.99956
713048733,0.356,4054,75,0.364,0.054,0.0000342,0.99997
779841483,0.525,2238,36,0.2,0.11,0.99757,0.00242697
710701233,0.806,3890,72,1.118,0.071,0.0000343,0.99997
718837683,0.56,2394,50,0.471,0.497,0.00050163,0.9995
718127958,0.813,4174,85,0.7,0.182,0.0000977,0.9999
718685358,0.827,4488,84,0.826,0,0.00016249,0.99984
771559158,0.917,4769,80,0.905,0.49,0.0000988,0.9999
710138883,0.601,1835,43,0.344,0,0.99161,0.00839
711197658,0.669,4198,68,0.619,0.774,0.0000224,0.99998
709045683,0.584,3921,63,0.8,0,0.0000732,0.99993
708272808,0.71,3542,59,0.639,0.542,0.0000709,0.99993
720292983,0.637,4929,61,0.488,0.805,0.0000473,0.99995
709112508,0.627,2165,36,0.385,0.342,0.99808,0.0019163
712840608,1.06,4078,85,0.977,0.363,0.00019683,0.9998
788920308,0.611,4368,75,0.596,0.554,0.0000667,0.99993
718160358,0.885,2492,35,0.296,0,0.99411,0.00589
719325783,0.619,1909,28,0.474,0.852,0.99527,0.00472896
712885533,0.413,3291,62,0.722,0.124,0.00018864,0.99981
719268333,0.929,4205,88,0.66,0,0.00055052,0.99945
721004133,0.675,4093,73,0.659,0.374,0.00011382,0.99989
714103908,0.812,4515,74,0.51,0.267,0.00017091,0.99983
771502383,0.649,4884,80,0.509,0.622,0.00052589,0.99947
713014533,0.951,3557,64,1.065,0.283,0.00058851,0.99941
713980383,0.501,1902,28,0.273,0,0.99706,0.00294141
711294258,0.829,4780,88,0.725,0.9,0.00028395,0.99972
719954733,0.788,4435,68,0.889,0.041,0.00023881,0.99976
711561933,0.762,4256,70,0.591,0.645,0.0000826,0.99992
826077033,0.803,2423,39,0.857,0,0.98468,0.01532
711555483,0.696,4551,83,0.729,0.287,0.00018145,0.99982
715194183,0.833,2423,43,0.593,0.16,0.99824,0.00175907
716929233,0.874,5235,92,0.586,0.31,0.00062998,0.99937
709014558,0.59,4383,82,0.783,0,0.00018494,0.99982
710636208,0.922,3847,74,0.805,0,0.00036048,0.99964
815525508,0.819,3894,60,0.818,0,0.00015942,0.99984
718746933,0.547,3441,66,0.65,0.706,0.00052052,0.99948
715686183,0.636,4795,65,1.031,0,0.000072,0.99993
741778458,0.656,3406,57,1.478,0.662,0.00021042,0.99979
801056358,0.603,3851,75,0.705,0.14,0.0000845,0.99992
709486158,0.896,4530,72,0.636,0,0.0000961,0.9999
713826183,0.481,2242,44,0.571,0,0.99808,0.00191647
803342358,0.704,3382,56,0.931,0.444,0.00016399,0.99984
780292683,0.314,984,24,0.263,0.096,0.99834,0.00165792
788646858,0.731,4275,61,0.649,0.647,0.00011256,0.99989
711116133,0.743,2461,47,1.136,0,0.99684,0.0031619
708584208,0.646,2367,41,0.519,0.809,0.99695,0.00305189
789097833,0.63,4230,93,0.898,0.183,0.00025237,0.99975
709443633,0.593,4770,62,0.722,0.193,0.0000321,0.99997
767280633,0.595,4378,96,0.548,0.484,0.00011382,0.99989
713096583,0.543,2294,40,0.739,0.378,0.99395,0.00605
721033908,0.926,4552,82,0.745,0.414,0.00010469,0.9999
756025233,0.688,2437,44,0.467,0.419,0.99487,0.00513
711977508,0.465,2141,40,0.481,0.841,0.99703,0.00296843
772076208,0.476,3677,70,0.892,0.044,0.0000677,0.99993
710666583,0.625,2321,36,0.5,0.919,0.99684,0.0031619
712369308,0.633,1969,38,0.52,0.287,0.99635,0.00364906
794784633,0.64,4478,77,0.791,0.959,0.0000486,0.99995
716437533,0.52,4101,88,0.66,0,0.00029411,0.99971
715109508,0.829,5347,96,0.524,0.163,0.00015944,0.99984
795392433,0.663,4651,69,0.568,0,0.0000342,0.99997
712721358,0.575,2059,43,0.433,0.618,0.99482,0.00518
720118908,0.793,3477,65,0.667,0,0.00028024,0.99972
799486158,0.736,4222,65,0.667,0.66,0.00030653,0.99969
718980633,0.884,4835,84,0.714,0.178,0.00029411,0.99971
717336408,0.642,2452,44,0.63,0.723,0.99326,0.00674
709546608,0.889,4803,64,0.684,0.45,0.00059255,0.99941
823624158,0.761,4579,78,0.814,0,0.00016471,0.99984
771688983,0.68,4201,68,1.125,0.804,0.0000535,0.99995
708701358,0.889,4000,79,0.975,0.857,0.00019683,0.9998
712048008,0.576,4127,69,0.533,0.762,0.00011604,0.99988
710712783,0.748,3904,76,0.854,0.779,0.00034872,0.99965
716626008,0.836,4243,102,0.672,0.328,0.000516,0.99948
718284408,0.609,3970,68,0.619,0.601,0.00012982,0.99987
717414933,0.501,3818,61,0.605,0.702,0.00027604,0.99972
713032233,0.61,4812,83,0.766,0.839,0.00015804,0.99984
714234858,0.779,4735,84,0.826,0.474,0.00015942,0.99984
714818058,0.71,4591,74,0.644,0,0.0001106,0.99989
708731658,0.387,1587,42,0.448,0,0.99768,0.00231656
708706833,0.854,2466,40,0.538,0,0.99691,0.00308778
780100533,0.583,3586,67,0.914,0.09,0.00033886,0.99966
711712983,0.687,4503,80,0.667,0,0.00019143,0.99981
712549758,0.758,3749,61,0.743,0,0.000072,0.99993
713348433,0.551,4477,62,0.59,0.486,0.00018145,0.99982
820599333,0.771,4469,85,0.932,0.42,0.00011751,0.99988
787261008,0.587,4446,75,0.667,0.274,0.00056988,0.99943
778343958,0.5,3866,72,0.714,0,0.0000689,0.99993
788407833,0.55,4025,79,0.881,0.083,0.00018864,0.99981
760807608,0.791,4751,83,0.804,0.718,0.0005564,0.99944
771108933,0.536,4385,71,0.614,0.456,0.00054115,0.99946
715954158,0.575,2433,29,0.381,0.315,0.9975,0.00250084
715499058,0.906,2775,33,0.435,0,0.99431,0.00569
717995958,0.873,4397,72,0.565,0.895,0.00018025,0.99982
718736883,0.835,3421,61,1.033,0.476,0.00016861,0.99983
721045608,0.597,4554,75,0.562,0.724,0.00030516,0.99969
715215108,0.902,4899,68,0.581,0.602,0.00033251,0.99967
795823383,0.762,3888,63,0.853,0,0.0000972,0.9999
718338708,0.784,3380,73,0.78,0,0.00010684,0.99989
713588958,0.636,3655,70,0.667,0.708,0.0000383,0.99996
710120358,0.561,2229,37,0.762,0.256,0.00037246,0.99963
809582058,0.936,4410,73,0.622,0.709,0.00012511,0.99987
709199358,0.372,1684,19,0.188,0,0.998,0.002003
821889858,0.662,2493,44,0.571,0.75,0.99799,0.002009
815324433,0.921,4200,86,0.536,0,0.0001106,0.99989
793656633,0.645,5101,76,0.617,0.572,0.00011574,0.99988
713246208,1.063,4548,54,0.862,0.099,0.00033692,0.99966
711493158,0.701,4926,90,0.731,0.881,0.00011811,0.99988
721163133,0.542,3948,60,0.538,0,0.00010848,0.99989
826417233,0.814,5089,71,0.868,0.345,0.00052613,0.99947
711619608,0.804,4584,84,0.75,0,0.00018665,0.99981
712244733,0.78,4412,73,0.659,0.712,0.0000568,0.99994
709638783,0.913,4056,92,0.769,0.692,0.00047086,0.99953
720296808,0.711,2554,47,0.516,0.424,0.99467,0.00533
718926258,0.666,4627,90,0.698,0.261,0.00016413,0.99984
714706083,0.811,4284,75,0.596,0.082,0.00050168,0.9995
721473783,0.987,4614,75,0.974,0.266,0.0000345,0.99997
712230408,0.591,3700,80,0.569,0.208,0.00035213,0.99965
716186883,0.821,4120,78,0.773,0.521,0.00014478,0.99986
715204083,0.898,4990,80,0.905,0.326,0.00017274,0.99983
709283358,0.663,2473,42,0.273,0,0.99549,0.00451007
817887408,0.649,3485,84,0.615,0.166,0.00015252,0.99985
789481233,0.872,2859,55,0.833,0,0.99661,0.00338788
718184883,0.802,3878,63,0.703,0,0.00011482,0.99989
821157183,0.635,4698,88,0.833,0.55,0.00021724,0.99978
709837308,1.007,3833,71,0.578,0,0.0000572,0.99994
779491908,0.896,4272,59,0.686,0.161,0.0000847,0.99992
718399233,0.704,4152,77,0.54,0,0.00011061,0.99989
779447358,0.857,4486,93,0.86,0.73,0.000516,0.99948
710661333,0.581,2513,47,0.424,0.151,0.99497,0.00503
789114408,0.853,4693,82,0.608,0,0.00017455,0.99983
710570058,0.66,2512,37,0.37,0,0.99675,0.00325077
712681608,0.48,4011,70,0.556,0.298,0.00023192,0.99977
709086933,0.729,4209,72,0.756,0.746,0.00032945,0.99967
709179708,0.72,3622,75,0.667,0,0.0000551,0.99994
711206958,0.93,4163,73,0.698,0.54,0.0000556,0.99994
823928058,0.931,4509,79,0.717,0.109,0.00033577,0.99966
796330983,0.645,4785,85,0.518,0.6,0.00016574,0.99983
771284658,0.724,2613,41,0.708,0.484,0.99704,0.00295827
779307558,0.782,4806,81,0.653,0,0.00027607,0.99972
788846508,0.824,4567,81,0.8,0.707,0.0000999,0.9999
783500283,0.722,5041,74,0.805,0.042,0.00015435,0.99985
802247658,0.773,2599,43,0.433,0.897,0.99832,0.00168378
795573333,0.888,4142,67,0.634,0.139,0.0000692,0.99993
721366308,0.729,3702,64,0.829,0.152,0.00012373,0.99988
720377433,0.978,4593,74,0.721,0.925,0.00033886,0.99966
711243108,0.625,3835,78,0.625,0.116,0.00041087,0.99959
789351783,0.664,4518,88,0.692,0.765,0.00011751,0.99988
719699208,0.886,4423,65,0.806,0.449,0.0005564,0.99944
720774183,0.618,4300,69,0.683,0.76,0.0000626,0.99994
713590158,0.738,2042,40,0.481,0.412,0.99709,0.0029104
715547058,0.871,2707,51,0.5,0,0.99775,0.00225216
815596608,0.654,4615,72,0.6,0.321,0.0000983,0.9999
718921683,0.763,4816,49,0.885,0.188,0.00027529,0.99972
720031908,0.791,4326,74,0.721,0,0.0000481,0.99995
716716083,0.725,4578,84,0.953,0.56,0.00021834,0.99978
819969933,0.67,4193,67,0.811,0,0.00011065,0.99989
714382608,0.569,4315,85,0.518,0.451,0.000042,0.99996
720092283,0.736,4379,78,0.95,0.485,0.00019864,0.9998
720531633,0.865,2665,36,0.333,0.709,0.99073,0.00927
718508883,0.64,2306,47,0.621,0.102,0.99711,0.00288892
708794133,0.757,3197,50,1.174,0.843,0.00016112,0.99984
713447583,0.824,5480,58,0.933,0.531,0.00018145,0.99982
716107158,0.887,3098,46,0.438,0.108,0.99576,0.00424232
712713108,0.955,4802,85,0.604,0.925,0.00016428,0.99984
719245083,0.893,4087,74,0.762,0.868,0.000498,0.9995
708269583,0.838,4014,86,0.686,0.679,0.00034841,0.99965
720234708,0.742,2429,50,0.471,0,0.99431,0.00569
709436883,0.9,5000,87,0.673,0.55,0.00011703,0.99988
714140133,0.804,4678,74,1,0.669,0.0000578,0.99994
716136333,0.718,2725,41,0.519,0.598,0.98667,0.01333
715031433,0.597,4664,60,0.579,0.239,0.00030251,0.9997
810667158,0.677,4344,75,0.596,0.401,0.0000323,0.99997
715253433,0.744,5266,79,0.795,0.248,0.00022068,0.99978
809937933,0.97,4384,82,1,0.815,0.00018665,0.99981
708997833,0.617,4045,62,0.824,0.185,0.00016463,0.99984
718296558,0.774,2345,33,0.435,0.785,0.99903,0.00097
780086658,0.544,2060,39,0.625,0,0.99799,0.00201294
708754833,0.902,4583,72,1,0.418,0.00066526,0.99933
788638908,0.703,4278,71,0.821,0.905,0.00032656,0.99967
715607958,0.714,4385,78,0.66,0.524,0.0000926,0.99991
708515358,0.84,4216,82,0.64,0,0.00016413,0.99984
716357058,0.298,2955,56,0.6,0.301,0.00011574,0.99988
714569958,0.696,3852,65,0.625,0.767,0.0000754,0.99992
716822583,0.504,3648,74,0.574,0.153,0.0001861,0.99981
721109358,0.781,4162,87,0.812,0,0.0000692,0.99993
827635083,0.62,4222,75,0.744,0.525,0.0002596,0.99974
715492983,0.9,4348,62,0.879,0.337,0.00039871,0.9996
712234308,0.641,4767,90,0.698,0.366,0.0000572,0.99994
708334158,0.581,3068,58,0.933,0.07,0.00033886,0.99966
812488608,0.66,4908,73,0.659,0.44,0.0000935,0.99991
793345008,0.801,4287,80,0.667,0,0.0000988,0.9999
715487733,0.553,2287,42,0.5,0,0.99686,0.00314112
788856408,0.923,4264,75,1.027,0.314,0.00021326,0.99979
708154833,0.571,2336,46,0.278,0.564,0.99671,0.00329379
721147383,0.901,4087,81,0.841,0.711,0.00031746,0.99968
803973483,0.793,4496,83,0.66,0,0.00037246,0.99963
788941983,0.602,2425,50,0.923,0,0.9912,0.0088
715603233,0.658,4436,74,0.542,0.637,0.0000588,0.99994
709945458,0.776,4791,82,0.708,0.356,0.0000354,0.99996
714614133,0.4,2128,39,0.444,0,0.99711,0.00288892
768167358,0.645,4301,86,0.72,0.598,0.0001007,0.9999
737967708,0.601,4087,86,0.911,0.582,0.0000343,0.99997
712920633,0.618,4348,79,0.646,0,0.0000365,0.99996
780373233,0.823,4985,90,0.636,0.678,0.0000765,0.99992
721384308,1.123,4763,86,0.593,0.71,0.00015252,0.99985
712242633,0.609,3911,76,0.81,0.94,0.00017371,0.99983
713610933,0.572,4277,90,0.636,0,0.0000706,0.99993
714257958,0.654,4220,68,0.889,0,0.00010307,0.9999
772172883,0.971,4893,93,0.824,0.22,0.0000706,0.99993
720204558,0.811,4597,77,0.878,0.609,0.0000901,0.99991
779635533,0.469,5125,71,0.578,0.438,0.0000961,0.9999
804658833,0.664,4068,73,0.622,0,0.0000628,0.99994
756691608,0.658,4816,81,0.588,0.171,0.0003139,0.99969
806219808,0.835,5146,88,0.956,0.385,0.00024092,0.99976
826266483,0.843,4586,81,0.929,0.056,0.00011066,0.99989
775152708,0.371,1835,43,0.72,0.043,0.99842,0.00158385
787596558,0.858,4748,85,0.735,0.138,0.0000662,0.99993
803205258,0.741,4348,86,0.955,0.983,0.00053543,0.99946
716041908,1.049,4383,75,0.875,0.387,0.00029799,0.9997
708837858,0.679,4423,68,0.619,0.632,0.00017274,0.99983
828227433,1.009,4957,84,1.049,0.138,0.00031746,0.99968
714487458,0.516,2306,39,0.625,0,0.99556,0.00443518
711390333,0.678,2331,45,0.452,0.075,0.99547,0.00453431
787974108,0.723,2374,40,0.429,0.442,0.99046,0.00954
714036258,0.805,4255,64,0.561,0.702,0.00018025,0.99982
788752833,0.694,3857,69,0.816,0.651,0.00050163,0.9995
773108958,0.565,4439,75,0.875,0.71,0.0000342,0.99997
782437008,0.767,4717,83,0.804,0.784,0.00032945,0.99967
710729358,0.946,2539,42,0.5,0,0.99801,0.00198853
827423433,0.533,3668,67,0.675,0.187,0.00016574,0.99983
756919683,0.924,4339,86,0.686,0.356,0.00010183,0.9999
779219208,0.702,4811,86,0.686,0,0.0000901,0.99991
712342833,0.728,4042,80,0.86,0.381,0.00010848,0.99989
721121283,0.718,4289,81,0.841,0.497,0.00015804,0.99984
790006383,0.648,4221,67,0.634,0.211,0.00016966,0.99983
756989583,0.637,4418,68,0.659,0,0.00011937,0.99988
717477783,0.427,1563,36,0.44,0.234,0.99164,0.00836
716614683,0.731,3847,73,0.698,0.036,0.00012608,0.99987
789942033,0.794,2237,43,0.387,0,0.99686,0.00314112
740784258,0.683,4191,90,0.525,0.608,0.00029411,0.99971
711336033,1.035,4080,72,0.8,0.136,0.00016966,0.99983
768141558,0.725,4220,74,0.897,0.579,0.0000669,0.99993
717179508,0.73,4011,68,0.838,0.657,0.0000795,0.99992
716520033,0.723,4639,61,0.743,0.731,0.00015426,0.99985
783625008,0.647,3444,71,0.614,0,0.00013393,0.99987
769330908,0.583,4134,62,0.55,0.604,0.00052608,0.99947
789396783,0.693,4729,78,0.733,0.525,0.00043049,0.99957
709310433,0.534,4480,76,0.551,0.149,0.00010736,0.99989
713094483,0.757,4741,78,0.814,0,0.00037246,0.99963
770753733,0.852,4854,85,1.024,0.613,0.00018054,0.99982
712659408,0.846,4578,81,0.653,0.793,0.00016413,0.99984
768475383,0.888,4007,74,0.542,0,0.000052,0.99995
779655183,0.597,4054,82,0.822,0,0.0000945,0.99991
711278283,0.464,4705,65,0.806,0.125,0.0000503,0.99995
713345508,0.8,4471,83,0.804,0.715,0.00017486,0.99983
711379083,0.718,5124,74,0.644,0.518,0.00037564,0.99962
789144633,0.481,2001,34,0.889,0.088,0.00010684,0.99989
708393633,0.812,4625,94,0.516,0.613,0.00027243,0.99973
708657033,0.714,3837,71,0.732,0.714,0.00017488,0.99983
717949008,0.568,2341,43,0.483,0.265,0.9949,0.0051
788866983,0.923,3383,61,1.103,0,0.0000647,0.99994
751283658,0.704,4306,73,1.086,0.737,0.00034872,0.99965
718243533,0.715,3880,74,0.721,0,0.00062998,0.99937
779754408,0.699,4349,69,0.725,0.857,0.00011811,0.99988
794866983,0.658,3812,67,0.675,0.141,0.0000932,0.99991
711832533,0.688,3748,62,0.938,0.04,0.00027574,0.99972
788552658,0.81,4562,86,0.72,0.71,0.00011697,0.99988
715415508,0.714,4301,71,0.651,0.199,0.00031726,0.99968
719962458,0.733,4869,70,0.522,0.582,0.00011382,0.99989
712734933,0.563,1952,39,0.345,0,0.99466,0.00534
717410508,0.975,3303,70,0.795,0.05,0.00053179,0.99947
711796683,0.428,4311,73,0.921,0.214,0.00021738,0.99978
709407933,0.912,4544,80,0.569,0.052,0.00047034,0.99953
810493458,0.723,4388,72,0.6,0.332,0.0000894,0.99991
720494058,0.578,4781,79,0.756,0,0.00029411,0.99971
717050883,0.552,4183,71,0.614,0.602,0.00010386,0.9999
713163258,0.368,1959,52,0.857,0,0.997,0.00299743
715659333,0.982,4508,69,0.643,0.513,0.00018339,0.99982
712414908,0.629,4992,80,0.739,0,0.0000791,0.99992
720175008,0.826,4055,66,0.692,0.364,0.00022869,0.99977
719876808,0.93,3902,62,0.632,0,0.00021834,0.99978
713334483,0.702,2263,35,0.522,0,0.99529,0.00470647
708360108,0.818,4869,90,0.8,0.478,0.0000303,0.99997
720676158,0.919,5223,89,0.712,0.221,0.00019396,0.99981
716631708,0.7,4027,67,0.634,0.734,0.00010545,0.99989
713025558,0.367,1935,47,0.469,0,0.99652,0.00348354
710506683,0.763,4543,75,0.974,0,0.0000207,0.99998
712428333,0.638,4041,75,0.596,0.649,0.00055052,0.99945
718041033,1.001,5363,76,0.81,0.668,0.00016574,0.99983
709169133,0.751,3995,82,0.608,0,0.000099,0.9999
718164858,0.847,4642,97,0.672,0.634,0.00022196,0.99978
809565183,0.729,2650,43,0.483,0.339,0.99794,0.00205937
778377183,0.767,4846,92,0.736,0.063,0.00011811,0.99988
712845258,0.891,4161,71,0.868,0.048,0.00021307,0.99979
716915133,0.666,4397,70,0.628,0,0.00056716,0.99943
771403008,0.829,4409,75,0.974,0,0.0000926,0.99991
787441383,0.902,3989,62,0.938,0.716,0.0000473,0.99995
711345258,0.685,4751,85,0.932,0,0.00010545,0.99989
713685033,0.389,1848,38,0.407,0,0.99129,0.00871
718205283,0.777,5035,76,0.767,0,0.00010944,0.99989
708337683,0.445,3820,62,0.676,0.041,0.00011703,0.99988
720941433,0.845,2312,43,0.303,0,0.99452,0.00548
710201058,0.622,4198,65,0.912,0.496,0.00018864,0.99981
785218458,0.712,4333,77,0.833,0.911,0.0000926,0.99991
770740308,0.668,4691,92,0.704,0.646,0.00018864,0.99981
787493808,0.686,2396,49,0.531,0.919,0.99169,0.00831
708846183,0.818,4006,68,0.838,0.676,0.00011605,0.99988
810586833,0.481,3429,78,0.696,0.029,0.00019864,0.9998
711151383,0.511,2157,37,0.321,0.168,0.9984,0.00159907
712425258,0.836,4260,72,0.714,0.742,0.00010679,0.99989
772063308,0.682,4155,79,0.795,0,0.0000332,0.99997
718574808,0.612,4327,74,0.644,0.759,0.000516,0.99948
717131283,0.753,4712,67,0.914,0.262,0.0000339,0.99997
798996183,0.725,4069,80,0.778,0.689,0.00018057,0.99982
716831508,0.879,3492,59,1.034,0.776,0.0000934,0.99991
715297908,0.611,2534,52,0.486,0.782,0.9949,0.0051
813234108,0.662,3895,70,0.591,0.415,0.0000988,0.9999
711027183,0.653,4946,80,0.739,0.086,0.00011061,0.99989
718812708,0.482,1882,48,0.714,0.006,0.99807,0.00193323
709505808,0.465,1918,31,0.292,0.506,0.99808,0.0019163
711267633,0.661,2271,36,0.333,0.074,0.99846,0.00154215
719613783,0.872,4211,64,0.778,0,0.0001546,0.99985
719035758,0.857,4917,78,0.95,0.636,0.0000588,0.99994
708473133,0.824,4588,68,0.7,0,0.00017969,0.99982
712996833,0.695,4309,86,0.72,0.472,0.00010386,0.9999
720963258,0.735,2675,37,0.48,0,0.99485,0.00515
819606258,0.618,3876,55,0.774,0.186,0.00034872,0.99965
714634983,0.634,2403,48,0.548,0,0.99681,0.00319278
806428908,0.814,5049,75,0.63,0,0.00028395,0.99972
710903358,0.5,3709,77,0.604,0.218,0.0000647,0.99994
712676208,0.684,4084,79,1.026,0.741,0.00030361,0.9997
709005633,0.674,2112,52,0.857,0,0.99634,0.00365621
712102983,0.634,3832,87,0.673,0,0.00029411,0.99971
754480233,0.798,4742,62,0.824,0,0.00038424,0.99962
719042208,0.891,4565,65,0.806,0.605,0.00078294,0.99922
716251608,0.989,4355,87,0.977,0,0.00018218,0.99982
715537383,0.432,3934,78,0.592,0.069,0.0000556,0.99994
709460883,0.609,2437,46,0.438,0,0.99789,0.00211089
789325008,0.654,3645,82,0.608,0.253,0.00010944,0.99989
719195733,0.971,4948,85,0.848,0.444,0.0000935,0.99991
787665258,0.749,2393,36,0.636,0,0.99236,0.00764
710226708,0.77,4573,93,0.691,0.473,0.0000706,0.99993
711982383,0.519,4694,79,0.411,0.081,0.00016883,0.99983
716345283,0.596,4277,66,0.571,0.407,0.00016249,0.99984
816850458,0.823,2448,40,0.379,0,0.99722,0.00277723
710842308,0.662,4150,83,0.844,0.41,0.00054773,0.99945
713132133,0.843,5103,81,0.761,0.623,0.00033692,0.99966
788874333,0.668,4313,67,0.914,0.083,0.00019296,0.99981
717987258,0.624,4503,67,0.811,0.65,0.00037246,0.99963
793712658,0.713,1821,36,0.385,0.168,0.99499,0.00501
708324483,0.664,4420,71,0.775,0,0.0005948,0.99941
768612258,0.848,4171,78,0.814,0.601,0.00034503,0.99965
719659758,1.041,4194,72,0.756,0.572,0.0000207,0.99998
711313158,0.861,4962,74,0.51,0,0.0000383,0.99996
716483358,0.646,5481,68,0.7,0.217,0.00016399,0.99984
719829633,0.909,5026,79,0.837,0.542,0.00056716,0.99943
812465958,0.726,4960,83,0.729,0.081,0.00013897,0.99986
786536808,0.53,3928,82,0.64,0,0.00010546,0.99989
807369708,0.711,4009,74,0.947,0,0.00032945,0.99967
711397533,0.962,3410,62,0.59,0.429,0.00011065,0.99989
711740508,0.735,4615,82,0.708,0.592,0.00011743,0.99988
715233108,0.772,4121,83,0.694,0.304,0.0000503,0.99995
